Timestamp (UTC),Transaction Description,Currency,Amount,To Currency,To Amount,Native Currency,Native Amount,Native Amount (in USD),Transaction Kind
2021-05-22 18:32:47,CRO Rewards,CRO,1.94272944,,,USD,0.23,0.23,referral_card_cashback
2021-05-22 18:28:40,CRO Rewards,CRO,5.87214004,,,USD,0.7,0.7,referral_card_cashback
2021-05-22 17:18:56,CRO Rewards,CRO,4.06814782,,,USD,0.49,0.49,referral_card_cashback
2021-05-22 16:40:58,CRO Rewards,CRO,5.40052588,,,USD,0.65,0.65,referral_card_cashback
2021-05-21 22:07:20,CRO Rewards,CRO,7.98679184,,,USD,0.94,0.94,referral_card_cashback
2021-05-21 21:48:50,CRO Rewards,CRO,2.37135367,,,USD,0.28,0.28,referral_card_cashback
2021-05-21 03:09:31,Crypto Earn,BNT,0.01534247,,,USD,0.08,0.08,crypto_earn_interest_paid
2021-05-21 03:03:35,Card Rebate: Spotify,CRO,75.43911045,,,USD,9.99,9.99,reimbursement
2021-05-20 13:59:18,CRO Rewards,CRO,14.91410956,,,USD,1.96,1.96,referral_card_cashback
2021-05-19 19:56:16,CRO Rewards,CRO,72.04420898,,,USD,9.26,9.26,referral_card_cashback
2021-05-19 05:24:07,CRO Rewards,CRO,10.4139017,,,USD,1.4,1.4,referral_card_cashback
2021-05-18 15:50:08,Crypto Earn Withdrawal,BTC,0.021,,,USD,902.69,902.69,crypto_earn_program_withdrawn
2021-05-18 15:50:07,Crypto Earn Withdrawal,LTC,1.567,,,USD,467.74,467.74,crypto_earn_program_withdrawn
2021-05-18 15:50:07,Crypto Earn Withdrawal,XLM,1531.1,,,USD,983.61,983.61,crypto_earn_program_withdrawn
2021-05-18 15:50:03,Crypto Earn Withdrawal,ETH,0.377,,,USD,1261.29,1261.29,crypto_earn_program_withdrawn
2021-05-18 09:17:34,CRO Rewards,CRO,-0.16877855,,,USD,-0.04,-0.04,card_cashback_reverted
2021-05-18 00:56:48,Crypto Earn,LTC,0.00051518,,,USD,0.15,0.15,crypto_earn_interest_paid
2021-05-18 00:56:47,Crypto Earn,BTC,0.00001553,,,USD,0.68,0.68,crypto_earn_interest_paid
2021-05-18 00:56:47,Crypto Earn,ETH,0.00027888,,,USD,0.92,0.92,crypto_earn_interest_paid
2021-05-18 00:56:46,Crypto Earn,XLM,0.50337534,,,USD,0.32,0.32,crypto_earn_interest_paid
2021-05-17 22:44:48,CRO Rewards,CRO,5.84890877,,,USD,0.83,0.83,referral_card_cashback
2021-05-17 00:20:07,Crypto Earn,ADA,0.14805479,,,USD,0.33,0.33,crypto_earn_interest_paid
2021-05-17 00:20:06,Crypto Earn,BNB,0.00076712,,,USD,0.43,0.43,crypto_earn_interest_paid
2021-05-15 00:28:08,CRO Rewards,CRO,1.09825135,,,USD,0.18,0.18,referral_card_cashback
2021-05-14 23:42:15,CRO Rewards,CRO,2.96657046,,,USD,0.49,0.49,referral_card_cashback
2021-05-14 22:22:29,CRO Rewards,CRO,10.68922135,,,USD,1.74,1.74,referral_card_cashback
2021-05-14 00:22:35,Crypto Earn,BNT,0.01534247,,,USD,0.11,0.11,crypto_earn_interest_paid
2021-05-13 18:39:58,CRO Rewards,CRO,0.58636471,,,USD,0.09,0.09,referral_card_cashback
2021-05-13 18:37:14,CRO Rewards,CRO,4.68625576,,,USD,0.72,0.72,referral_card_cashback
2021-05-12 00:51:31,Crypto Earn,LTC,0.00060104,,,USD,0.23,0.23,crypto_earn_interest_paid
2021-05-12 00:51:30,Crypto Earn,BTC,0.00001812,,,USD,1.03,1.03,crypto_earn_interest_paid
2021-05-12 00:51:29,Crypto Earn,ETH,0.00032536,,,USD,1.35,1.35,crypto_earn_interest_paid
2021-05-12 00:51:29,Crypto Earn,XLM,0.58727123,,,USD,0.42,0.42,crypto_earn_interest_paid
2021-05-11 14:01:13,CRO Rewards,CRO,0.82338182,,,USD,0.14,0.14,referral_card_cashback
2021-05-11 13:58:45,Buy SHIB,SHIB,6208791.0,,,USD,198.84,198.84,crypto_purchase
2021-05-11 13:46:43,DOGE -> BTC,DOGE,-185.3,BTC,0.00162024,USD,89.53,89.53,crypto_exchange
2021-05-10 21:42:38,Crypto Earn,ADA,0.14805479,,,USD,0.25,0.25,crypto_earn_interest_paid
2021-05-10 21:42:36,Crypto Earn,BNB,0.00076712,,,USD,0.49,0.49,crypto_earn_interest_paid
2021-05-09 17:29:39,CRO Rewards,CRO,3.1167532,,,USD,0.55,0.55,referral_card_cashback
2021-05-07 13:27:47,Convert Dust,CRO,15.410387899178675954,,,USD,2.88,2.88,dust_conversion_credited
2021-05-07 13:27:47,Convert Dust,LTC,-0.00060104,,,USD,-0.21,-0.21,dust_conversion_debited
2021-05-07 13:27:47,Convert Dust,ETH,-0.00032536,,,USD,-1.13,-1.13,dust_conversion_debited
2021-05-07 13:27:47,Convert Dust,BTC,-0.00001875,,,USD,-1.07,-1.07,dust_conversion_debited
2021-05-07 13:27:47,Convert Dust,XLM,-0.58727123,,,USD,-0.39,-0.39,dust_conversion_debited
2021-05-07 13:27:47,Convert Dust,BNT,-0.01534247,,,USD,-0.12,-0.12,dust_conversion_debited
2021-05-07 09:19:04,CRO Rewards,CRO,-7.67604524,,,USD,-1.6,-1.6,card_cashback_reverted
2021-05-07 00:12:21,Crypto Earn,BNT,0.01534247,,,USD,0.11,0.11,crypto_earn_interest_paid
2021-05-05 17:55:51,CRO Rewards,CRO,6.66322486,,,USD,1.21,1.21,referral_card_cashback
2021-05-05 17:48:41,CRO Rewards,CRO,5.94076228,,,USD,1.08,1.08,referral_card_cashback
2021-05-05 00:28:08,Crypto Earn,LTC,0.00060104,,,USD,0.19,0.19,crypto_earn_interest_paid
2021-05-05 00:28:07,Crypto Earn,BTC,0.00001812,,,USD,0.97,0.97,crypto_earn_interest_paid
2021-05-05 00:28:06,Crypto Earn,ETH,0.00032536,,,USD,1.06,1.06,crypto_earn_interest_paid
2021-05-05 00:28:06,Crypto Earn,XLM,0.58727123,,,USD,0.3,0.3,crypto_earn_interest_paid
2021-05-03 15:06:48,BTC -> DOGE,BTC,-0.00129393,DOGE,185.3,USD,73.05,73.05,crypto_exchange
2021-05-03 15:03:26,CRO -> BTC,CRO,-400.29,BTC,0.00129456,USD,74.76,74.76,crypto_exchange
2021-05-03 14:20:56,Convert Dust,CRO,4.250634529378249395,,,USD,0.8,0.8,dust_conversion_credited
2021-05-03 14:20:56,Convert Dust,BNT,-0.01534247,,,USD,-0.11,-0.11,dust_conversion_debited
2021-05-03 14:20:56,Convert Dust,ADA,-0.14805479,,,USD,-0.2,-0.2,dust_conversion_debited
2021-05-03 14:20:56,Convert Dust,BNB,-0.00076712,,,USD,-0.5,-0.5,dust_conversion_debited
2021-05-03 00:20:22,Crypto Earn,ADA,0.14805479,,,USD,0.2,0.2,crypto_earn_interest_paid
2021-05-03 00:20:21,Crypto Earn,BNB,0.00076712,,,USD,0.48,0.48,crypto_earn_interest_paid
2021-05-02 09:18:06,CRO Rewards,CRO,-0.09413418,,,USD,-0.02,-0.02,card_cashback_reverted
2021-05-01 08:56:42,CRO Rewards,CRO,1.02846702,,,USD,0.2,0.2,referral_card_cashback
2021-04-30 20:49:40,CRO Rewards,CRO,0.20327596,,,USD,0.04,0.04,referral_card_cashback
2021-04-30 20:49:35,CRO Rewards,CRO,5.28517484,,,USD,1.04,1.04,referral_card_cashback
2021-04-30 00:50:43,Crypto Earn,BNT,0.01534247,,,USD,0.1,0.1,crypto_earn_interest_paid
2021-04-29 14:21:43,Convert Dust,CRO,10.570443759901442139,,,USD,1.95,1.95,dust_conversion_credited
2021-04-29 14:21:43,Convert Dust,ADA,-0.44416437,,,USD,-0.6,-0.6,dust_conversion_debited
2021-04-29 14:21:43,Convert Dust,BNB,-0.00230136,,,USD,-1.38,-1.38,dust_conversion_debited
2021-04-29 14:21:34,Convert Dust,CRO,25.333139729535479177,,,USD,4.68,4.68,dust_conversion_credited
2021-04-29 14:21:34,Convert Dust,BTC,-0.00005436,,,USD,-2.91,-2.91,dust_conversion_debited
2021-04-29 14:21:34,Convert Dust,LTC,-0.00180312,,,USD,-0.46,-0.46,dust_conversion_debited
2021-04-29 14:21:34,Convert Dust,BNT,-0.04602741,,,USD,-0.31,-0.31,dust_conversion_debited
2021-04-29 14:21:34,Convert Dust,ETH,-0.000070821,,,USD,-0.19,-0.19,dust_conversion_debited
2021-04-29 14:21:34,Convert Dust,XLM,-1.76181369,,,USD,-0.87,-0.87,dust_conversion_debited
2021-04-29 14:20:02,ETH -> USD,ETH,-0.1022,USD,280.1,USD,-280.1,-280.1,crypto_to_van_sell_order
2021-04-28 00:11:48,Crypto Earn,LTC,0.00060104,,,USD,0.16,0.16,crypto_earn_interest_paid
2021-04-28 00:11:46,Crypto Earn,BTC,0.00001812,,,USD,0.99,0.99,crypto_earn_interest_paid
2021-04-28 00:11:45,Crypto Earn,ETH,0.00032536,,,USD,0.87,0.87,crypto_earn_interest_paid
2021-04-28 00:11:45,Crypto Earn,XLM,0.58727123,,,USD,0.3,0.3,crypto_earn_interest_paid
2021-04-27 04:49:08,CRO Rewards,CRO,2.16554733,,,USD,0.4,0.4,referral_card_cashback
2021-04-27 01:49:52,CRO Rewards,CRO,2.14916826,,,USD,0.4,0.4,referral_card_cashback
2021-04-26 14:28:00,ETH Deposit,ETH,0.101294741,,,USD,249.66,249.66,crypto_deposit
2021-04-26 13:45:18,Withdraw CRO,CRO,-1.0,,,USD,-0.19,-0.19,crypto_withdrawal
2021-04-26 08:05:23,CRO Rewards,CRO,5.23435585,,,USD,0.96,0.96,referral_card_cashback
2021-04-26 00:06:31,Crypto Earn,ADA,0.14805479,,,USD,0.16,0.16,crypto_earn_interest_paid
2021-04-26 00:06:31,Crypto Earn,BNB,0.00076712,,,USD,0.38,0.38,crypto_earn_interest_paid
2021-04-25 08:14:36,CRO Rewards,CRO,2.3442018,,,USD,0.4,0.4,referral_card_cashback
2021-04-24 22:59:57,CRO Rewards,CRO,1.18749566,,,USD,0.2,0.2,referral_card_cashback
2021-04-24 12:06:59,CRO Rewards,CRO,0.75768976,,,USD,0.13,0.13,referral_card_cashback
2021-04-23 18:13:05,CRO Rewards,CRO,14.05692738,,,USD,2.4,2.4,referral_card_cashback
2021-04-23 01:01:23,Crypto Earn,BNT,0.01534247,,,USD,0.1,0.1,crypto_earn_interest_paid
2021-04-22 16:42:27,CRO Rewards,CRO,4.25855165,,,USD,0.82,0.82,referral_card_cashback
2021-04-21 19:41:41,CRO Rewards,CRO,2.0812237,,,USD,0.42,0.42,referral_card_cashback
2021-04-21 18:53:42,CRO Rewards,CRO,6.07877598,,,USD,1.22,1.22,referral_card_cashback
2021-04-21 03:03:39,Card Rebate: Spotify,CRO,49.92628564,,,USD,9.99,9.99,reimbursement
2021-04-21 00:19:44,Crypto Earn,LTC,0.00060104,,,USD,0.16,0.16,crypto_earn_interest_paid
2021-04-21 00:19:43,Crypto Earn,BTC,0.00001812,,,USD,1.02,1.02,crypto_earn_interest_paid
2021-04-21 00:19:42,Crypto Earn,ETH,0.00032536,,,USD,0.76,0.76,crypto_earn_interest_paid
2021-04-21 00:19:42,Crypto Earn,XLM,0.58727123,,,USD,0.31,0.31,crypto_earn_interest_paid
2021-04-20 21:58:09,CRO Rewards,CRO,15.58362231,,,USD,3.09,3.09,referral_card_cashback
2021-04-20 15:53:48,CRO Rewards,CRO,1.25492443,,,USD,0.24,0.24,referral_card_cashback
2021-04-20 14:31:01,CRO Rewards,CRO,7.24798884,,,USD,1.4,1.4,referral_card_cashback
2021-04-19 23:04:34,CRO Rewards,CRO,4.39062498,,,USD,0.86,0.86,referral_card_cashback
2021-04-19 22:19:43,CRO Rewards,CRO,9.91997007,,,USD,1.96,1.96,referral_card_cashback
2021-04-19 18:25:19,CRO Rewards,CRO,11.67643444,,,USD,2.3,2.3,referral_card_cashback
2021-04-19 15:48:09,CRO Rewards,CRO,0.46789067,,,USD,0.09,0.09,referral_card_cashback
2021-04-19 04:31:56,CRO Rewards,CRO,1.89795346,,,USD,0.4,0.4,referral_card_cashback
2021-04-19 03:51:34,Crypto Earn,ADA,0.14805479,,,USD,0.19,0.19,crypto_earn_interest_paid
2021-04-19 03:51:33,Crypto Earn,BNB,0.00076712,,,USD,0.41,0.41,crypto_earn_interest_paid
2021-04-19 00:15:59,CRO Rewards,CRO,1.55394939,,,USD,0.32,0.32,referral_card_cashback
2021-04-18 23:10:34,CRO Rewards,CRO,2.9644573,,,USD,0.62,0.62,referral_card_cashback
2021-04-18 19:05:21,CRO Rewards,CRO,3.35289428,,,USD,0.68,0.68,referral_card_cashback
2021-04-18 14:47:19,CRO Rewards,CRO,5.00013882,,,USD,1.0,1.0,referral_card_cashback
2021-04-18 12:37:55,CRO Rewards,CRO,8.00135676,,,USD,1.56,1.56,referral_card_cashback
2021-04-17 20:19:02,CRO Rewards,CRO,1.51643346,,,USD,0.36,0.36,referral_card_cashback
2021-04-17 16:25:07,CRO Rewards,CRO,27.42944175,,,USD,6.52,6.52,referral_card_cashback
2021-04-17 15:46:11,CRO Rewards,CRO,0.16877855,,,USD,0.04,0.04,referral_card_cashback
2021-04-17 10:40:22,CRO Rewards,CRO,2.9464495,,,USD,0.73,0.73,referral_card_cashback
2021-04-16 01:42:50,Crypto Earn,BNT,0.01534247,,,USD,0.12,0.12,crypto_earn_interest_paid
2021-04-15 22:51:36,CRO Rewards,CRO,0.65001805,,,USD,0.16,0.16,referral_card_cashback
2021-04-14 00:09:25,Crypto Earn,LTC,0.00060104,,,USD,0.16,0.16,crypto_earn_interest_paid
2021-04-14 00:09:24,Crypto Earn,BTC,0.00001812,,,USD,1.15,1.15,crypto_earn_interest_paid
2021-04-14 00:09:23,Crypto Earn,ETH,0.00032536,,,USD,0.74,0.74,crypto_earn_interest_paid
2021-04-14 00:09:23,Crypto Earn,XLM,0.58727123,,,USD,0.39,0.39,crypto_earn_interest_paid
2021-04-13 08:18:01,CRO Rewards,CRO,1.03831753,,,USD,0.23,0.23,referral_card_cashback
2021-04-12 15:34:59,CRO Rewards,CRO,0.68385985,,,USD,0.14,0.14,referral_card_cashback
2021-04-12 07:48:12,CRO Rewards,CRO,5.90530062,,,USD,1.26,1.26,referral_card_cashback
2021-04-12 01:20:51,Crypto Earn,ADA,0.14805479,,,USD,0.19,0.19,crypto_earn_interest_paid
2021-04-12 01:20:51,Crypto Earn,BNB,0.00076712,,,USD,0.39,0.39,crypto_earn_interest_paid
2021-04-11 09:17:13,CRO Rewards,CRO,-8.87347945,,,USD,-1.78,-1.78,card_cashback_reverted
2021-04-10 22:15:48,CRO Rewards,CRO,11.50229396,,,USD,2.46,2.46,referral_card_cashback
2021-04-10 20:44:09,CRO Rewards,CRO,2.93055377,,,USD,0.63,0.63,referral_card_cashback
2021-04-10 19:11:28,CRO Rewards,CRO,0.50717681,,,USD,0.11,0.11,referral_card_cashback
2021-04-10 13:57:17,CRO Rewards,CRO,0.64370719,,,USD,0.14,0.14,referral_card_cashback
2021-04-09 01:15:54,Crypto Earn,BNT,0.01534247,,,USD,0.11,0.11,crypto_earn_interest_paid
2021-04-08 19:16:34,CRO Rewards,CRO,7.63505596,,,USD,1.55,1.55,referral_card_cashback
2021-04-08 19:16:33,CRO Rewards,CRO,0.1970337,,,USD,0.04,0.04,referral_card_cashback
2021-04-08 15:14:14,CRO Rewards,CRO,8.87347945,,,USD,1.78,1.78,referral_card_cashback
2021-04-08 13:03:42,CRO Rewards,CRO,3.77731627,,,USD,0.76,0.76,referral_card_cashback
2021-04-08 03:07:18,Convert Dust,CRO,6.242558383825356609,,,USD,1.19,1.19,dust_conversion_credited
2021-04-08 03:07:18,Convert Dust,XLM,-1.17454246,,,USD,-0.56,-0.56,dust_conversion_debited
2021-04-08 03:07:18,Convert Dust,ETH,-0.00032536,,,USD,-0.64,-0.64,dust_conversion_debited
2021-04-08 03:07:00,Convert Dust,CRO,20.110288407741043952,,,USD,3.82,3.82,dust_conversion_credited
2021-04-08 03:07:00,Convert Dust,ADA,-0.29610958,,,USD,-0.35,-0.35,dust_conversion_debited
2021-04-08 03:07:00,Convert Dust,BNT,-0.092054803,,,USD,-0.65,-0.65,dust_conversion_debited
2021-04-08 03:07:00,Convert Dust,BNB,-0.00153424,,,USD,-0.59,-0.59,dust_conversion_debited
2021-04-08 03:07:00,Convert Dust,LTC,-0.00120208,,,USD,-0.26,-0.26,dust_conversion_debited
2021-04-08 03:07:00,Convert Dust,BTC,-0.00003624,,,USD,-2.03,-2.03,dust_conversion_debited
2021-04-07 00:18:00,Crypto Earn,LTC,0.00060104,,,USD,0.14,0.14,crypto_earn_interest_paid
2021-04-07 00:18:00,Crypto Earn,BTC,0.00001812,,,USD,1.05,1.05,crypto_earn_interest_paid
2021-04-07 00:17:59,Crypto Earn,ETH,0.00032536,,,USD,0.68,0.68,crypto_earn_interest_paid
2021-04-07 00:17:59,Crypto Earn,XLM,0.58727123,,,USD,0.32,0.32,crypto_earn_interest_paid
2021-04-06 15:13:12,CRO Rewards,CRO,7.67604524,,,USD,1.6,1.6,referral_card_cashback
2021-04-05 09:16:18,CRO Rewards,CRO,-4.4608179,,,USD,-0.95,-0.95,card_cashback_reverted
2021-04-05 07:57:53,CRO Rewards,CRO,6.00433537,,,USD,1.26,1.26,referral_card_cashback
2021-04-05 01:47:30,CRO Rewards,CRO,0.09338287,,,USD,0.02,0.02,referral_card_cashback
2021-04-05 01:00:18,Crypto Earn,ADA,0.14805479,,,USD,0.17,0.17,crypto_earn_interest_paid
2021-04-05 01:00:18,Crypto Earn,BNB,0.00076712,,,USD,0.26,0.26,crypto_earn_interest_paid
2021-04-04 14:18:37,CRO Rewards,CRO,0.28133737,,,USD,0.06,0.06,referral_card_cashback
2021-04-04 13:51:10,CRO Rewards,CRO,0.46978158,,,USD,0.1,0.1,referral_card_cashback
2021-04-03 17:26:58,CRO Rewards,CRO,7.77192846,,,USD,1.67,1.67,referral_card_cashback
2021-04-03 14:02:15,CRO Rewards,CRO,1.73676697,,,USD,0.38,0.38,referral_card_cashback
2021-04-02 17:15:16,Withdraw ETH,ETH,-0.1,,,USD,-203.29,-203.29,crypto_withdrawal
2021-04-02 17:14:42,Buy ETH,ETH,0.1,,,USD,207.04,207.04,crypto_purchase
2021-04-02 16:51:18,CRO Rewards,CRO,1.70358897,,,USD,0.37,0.37,referral_card_cashback
2021-04-02 13:34:17,Withdraw ETH,ETH,-0.02690144,,,USD,-53.25,-53.25,crypto_withdrawal
2021-04-02 13:33:09,Buy ETH,ETH,0.0131,,,USD,26.32,26.32,crypto_purchase
2021-04-02 13:32:13,Buy ETH,ETH,0.0131,,,USD,26.33,26.33,crypto_purchase
2021-04-02 13:28:23,CRO Rewards,CRO,4.4608179,,,USD,0.95,0.95,referral_card_cashback
2021-04-02 11:42:39,CRO Rewards,CRO,3.36810856,,,USD,0.72,0.72,referral_card_cashback
2021-04-02 00:36:43,Crypto Earn,BNT,0.01534247,,,USD,0.11,0.11,crypto_earn_interest_paid
2021-04-01 14:04:38,CRO Rewards,CRO,0.09413418,,,USD,0.02,0.02,referral_card_cashback
2021-04-01 08:55:34,CRO Rewards,CRO,0.9347064,,,USD,0.2,0.2,referral_card_cashback
